image_id,image_path,class_label,xmin,ymin,xmax,ymax,azimuth,elevation,theta
2008_000154,Images/bottle_pascal/2008_000154.jpg,bottle,39,194,111,295,0.975319415906799,34.99999950615658,24.338468390866915
2008_000202,Images/bottle_pascal/2008_000202.jpg,bottle,430,258,454,322,0.794909965345222,10.754346701618356,-3.804645751835417
2008_000495,Images/bottle_pascal/2008_000495.jpg,bottle,401,124,434,179,5.210773147045278,34.18286051256539,-7.96820009758875
2008_000648,Images/bottle_pascal/2008_000648.jpg,bottle,12,118,42,185,0.0932211463936286,1.4264325771392978,6.86554048226566
2008_000703,Images/bottle_pascal/2008_000703.jpg,bottle,318,187,329,223,3.0465854406598205,-0.12951005654941977,-0.05944087910741485
2008_001130,Images/bottle_pascal/2008_001130.jpg,bottle,327,215,347,266,2.264015789250975,6.0782167432296825,-1.047983043579783
2008_001223,Images/bottle_pascal/2008_001223.jpg,bottle,154,87,237,119,4.3198013932457975e-07,-22.27522199412552,-86.84393975854923
2008_001230,Images/bottle_pascal/2008_001230.jpg,bottle,1,248,39,352,3.4932712903420674e-05,15.738011155135052,9.109515405376092
2008_001230,Images/bottle_pascal/2008_001230.jpg,bottle,240,275,272,374,8.656172019418205e-07,21.606925265897374,-0.2681840593401022
2008_001312,Images/bottle_pascal/2008_001312.jpg,bottle,462,215,479,264,0.9346044897369093,-8.958999923989529,1.8126652114758828
2008_001312,Images/bottle_pascal/2008_001312.jpg,bottle,229,195,254,277,8.356749554331314,2.5466285246566103,0.44900012527397815
2008_001312,Images/bottle_pascal/2008_001312.jpg,bottle,256,193,280,275,0.00010456490056786596,1.3998429053156944,2.0894335302335496
2008_001390,Images/bottle_pascal/2008_001390.jpg,bottle,457,59,479,126,2.1325036738958545,26.68957690178819,-1.9769323024864727
2008_001405,Images/bottle_pascal/2008_001405.jpg,bottle,173,15,270,365,9.896598820700403e-07,-2.5400409906401484,-0.09828754242940654
2008_001809,Images/bottle_pascal/2008_001809.jpg,bottle,299,154,313,199,2.29072169497921e-05,3.493708432021191,-0.21389347344070847
