image_id,image_path,class_label,xmin,ymin,xmax,ymax,azimuth,elevation,theta
2008_000041,Images/chair_pascal/2008_000041.jpg,chair,351,272,452,374,317.4553841641055,20.071670691308462,1.015374749808948
2008_000041,Images/chair_pascal/2008_000041.jpg,chair,265,250,353,364,148.02479635626614,17.377539710787378,-2.564674656942685
2008_000041,Images/chair_pascal/2008_000041.jpg,chair,189,260,286,374,154.53507735187023,17.63411573139358,-0.6054015771973005
2008_000070,Images/chair_pascal/2008_000070.jpg,chair,367,244,447,353,123.16522711418614,13.985921762299498,-6.606519409522839
2008_000070,Images/chair_pascal/2008_000070.jpg,chair,255,247,371,374,136.74256454221262,8.061145393244662,-0.9461588525832269
2008_000089,Images/chair_pascal/2008_000089.jpg,chair,71,18,307,494,1.418028916850445e-07,42.71282316131064,0.9222997003524656
2008_000093,Images/chair_pascal/2008_000093.jpg,chair,307,178,412,280,78.52572523470542,11.153583641883545,-1.4936899971089117
2008_000093,Images/chair_pascal/2008_000093.jpg,chair,328,194,473,328,72.6647400071929,16.087207076771897,-1.764220040279693
2008_000202,Images/chair_pascal/2008_000202.jpg,chair,14,169,94,258,316.0877615220231,18.23889240793307,2.078289280272254
2008_000227,Images/chair_pascal/2008_000227.jpg,chair,194,1,384,121,21.20528785960538,6.794913530596195,0.5875534060025
2008_000273,Images/chair_pascal/2008_000273.jpg,chair,1,1,464,110,190.0,65.0,0.0
2008_000273,Images/chair_pascal/2008_000273.jpg,chair,1,1,223,161,217.49999956609807,37.076037427082305,76.74942339577794
2008_000297,Images/chair_pascal/2008_000297.jpg,chair,87,205,230,331,188.81812143969944,23.71782298261859,-1.3334948699640585
2008_000297,Images/chair_pascal/2008_000297.jpg,chair,260,188,372,331,34.53866146261232,2.8008546071987537,-4.738717919320973
2008_000297,Images/chair_pascal/2008_000297.jpg,chair,5,141,121,293,125.0225036227215,5.606588932651218,-2.294246829205175
2008_000397,Images/chair_pascal/2008_000397.jpg,chair,1,333,189,499,227.50164234613965,31.690121899830118,8.246998118813467
2008_000397,Images/chair_pascal/2008_000397.jpg,chair,61,269,216,469,297.18950474034085,5.204046867815187,5.710025574860533
2008_000397,Images/chair_pascal/2008_000397.jpg,chair,150,259,267,443,295.6127004361528,9.65559863453209,3.8007514853867805
2008_000397,Images/chair_pascal/2008_000397.jpg,chair,321,257,374,419,24.806537763418227,7.758640805394246,-3.0470260891886918
2008_000432,Images/chair_pascal/2008_000432.jpg,chair,36,1,142,200,47.136357229960495,12.934911954655766,5.53179886776895
2008_000493,Images/chair_pascal/2008_000493.jpg,chair,444,41,499,121,91.0203764015298,15.94262022142763,-1.052879650333706
2008_000495,Images/chair_pascal/2008_000495.jpg,chair,273,240,499,374,84.85297648567978,24.452700927694313,-17.711019966682912
2008_000572,Images/chair_pascal/2008_000572.jpg,chair,348,199,499,325,10.0,7.5,0.0
2008_000578,Images/chair_pascal/2008_000578.jpg,chair,1,136,54,374,265.0,10.0,0.0
2008_000588,Images/chair_pascal/2008_000588.jpg,chair,169,45,479,373,85.19674382457072,10.770076969219936,-7.098609227045929
2008_000588,Images/chair_pascal/2008_000588.jpg,chair,1,77,188,374,277.47024488094064,17.723309402701286,-0.6931523600537497
2008_000626,Images/chair_pascal/2008_000626.jpg,chair,73,307,265,499,333.7144986563616,15.935034964980067,9.568803695165991
2008_000704,Images/chair_pascal/2008_000704.jpg,chair,87,179,179,282,258.3797443949325,9.880150252716847,2.8357830337177456
2008_000732,Images/chair_pascal/2008_000732.jpg,chair,353,200,432,332,20.0,15.0,0.0
2008_000760,Images/chair_pascal/2008_000760.jpg,chair,392,27,499,346,19.865536060157503,44.99999945146967,0.8258775274831923
2008_000760,Images/chair_pascal/2008_000760.jpg,chair,1,16,125,326,51.68573706038503,27.69026751902797,16.498127619484727
2008_000760,Images/chair_pascal/2008_000760.jpg,chair,27,1,134,124,16.000975113503806,24.982387912922647,11.694106778417323
