image_id,image_path,class_label,xmin,ymin,xmax,ymax,azimuth,elevation,theta,qw,qx,qy,qz
n02834778_10025,Images/bicycle_imagenet/n02834778_10025.JPEG,bicycle,13,12,431,293,252.46998419067685,-0.6796064090427153,2.1466826386517086,0.8063780831580251,0.018614135030662414,-0.0062895850276894205,-0.5910738888663829
n02834778_10058,Images/bicycle_imagenet/n02834778_10058.JPEG,bicycle,307,215,366,252,280.2482466276162,-0.542993579645467,2.0080017552791336,0.6409572286447813,0.014869766950670717,-0.010409511138734335,-0.7673619505531185
n02834778_10129,Images/bicycle_imagenet/n02834778_10129.JPEG,bicycle,764,1028,2288,2026,274.88839390751224,5.423734990543068,5.437126186815482,0.6764432939688763,-0.0027712722796405104,-0.06686114825453561,-0.7334482783050033
n02834778_10158,Images/bicycle_imagenet/n02834778_10158.JPEG,bicycle,131,176,414,344,259.3723616772332,4.312421260315162,-3.1041103960988234,0.7680758481187318,-0.0448459872556468,-0.011659277579684671,-0.6386801940017218
n02834778_1020,Images/bicycle_imagenet/n02834778_1020.JPEG,bicycle,7,143,340,486,320.060514151142,13.408318213985735,7.259071930927911,0.3454542850690064,-0.08803103616261665,-0.0988823108002389,-0.929050139772016
n02834778_10314,Images/bicycle_imagenet/n02834778_10314.JPEG,bicycle,230,164,335,368,21.866643663868803,15.579249440033664,-0.4788645591379373,0.18847079412652043,0.13228954834354845,-0.029771600402022598,0.9726725486873169
n02834778_10327,Images/bicycle_imagenet/n02834778_10327.JPEG,bicycle,56,173,277,392,43.62573744315191,6.186476471595618,7.743555516551895,0.366805391965044,0.07503686659736926,0.0425931115291345,0.9262878062065188
n02834778_10363,Images/bicycle_imagenet/n02834778_10363.JPEG,bicycle,862,614,1186,1299,1.088465459530738e-08,7.624868349352557,5.501752483819892,-0.0031911024206636627,0.06641381892777233,0.04788719778614206,0.9966372649108405
n02834778_10391,Images/bicycle_imagenet/n02834778_10391.JPEG,bicycle,18,20,458,374,313.1936892147687,15.693277656957385,3.545672363045376,0.39716724150062416,-0.11305770469464091,-0.0823263345820922,-0.9070272941440306
n02834778_10446,Images/bicycle_imagenet/n02834778_10446.JPEG,bicycle,2,21,395,298,103.04347023437242,13.273623177825389,4.888826056200841,0.7738235298721989,0.10501224712953103,-0.06403535157721145,0.621344547185633
n02834778_10484,Images/bicycle_imagenet/n02834778_10484.JPEG,bicycle,11,1,448,283,271.4977168596656,22.49999992945382,3.128675241077449,0.6879563837624673,-0.12100513160737404,-0.15526275171864906,-0.6985465267925282
n02834778_10619,Images/bicycle_imagenet/n02834778_10619.JPEG,bicycle,43,26,479,352,247.50000054238853,-19.18317436058277,3.289129497130438,0.8168516766257575,0.11606205613454006,0.12276421327352009,-0.5515540639491703
n02834778_10721,Images/bicycle_imagenet/n02834778_10721.JPEG,bicycle,122,168,284,333,41.24820377527734,12.464371408224366,-10.957469185221374,0.3582545481670974,0.06770496380407123,-0.12689249103979172,0.9224792747328229
n02834778_10735,Images/bicycle_imagenet/n02834778_10735.JPEG,bicycle,68,2,372,498,349.0004617943419,-12.400240775601082,3.6727089783942666,0.09178723556234655,0.11050233680729202,-0.021365122016285987,-0.9893977301920495
n02834778_10841,Images/bicycle_imagenet/n02834778_10841.JPEG,bicycle,86,102,423,467,327.4718940389141,10.408909359979736,2.8921237178563546,0.2810185801951454,-0.08001363875463505,-0.04952263753424341,-0.9550779463321302
n02834778_10881,Images/bicycle_imagenet/n02834778_10881.JPEG,bicycle,160,278,478,482,86.95522867058065,18.499042440886463,0.1296664458088195,0.6789922020983846,0.11740416500827314,-0.10978614332995013,0.7163329213857427
n02834778_10923,Images/bicycle_imagenet/n02834778_10923.JPEG,bicycle,122,199,262,443,4.219403011286124,8.258858526524703,-4.294497350614893,0.03938778456207786,0.07053470168173971,-0.03999421543192001,0.9959286726558004
n02834778_10945,Images/bicycle_imagenet/n02834778_10945.JPEG,bicycle,154,232,303,349,26.812959596884944,-3.1773405032982995,40.23147561172504,0.22690579462305197,0.054385970530153635,0.340453075899556,0.9108499490511627
n02834778_1111,Images/bicycle_imagenet/n02834778_1111.JPEG,bicycle,159,154,432,303,72.50000042236968,43.079721721161,-16.34463408074357,0.5865172791962402,0.21489326608858433,-0.3215244931251547,0.7116462363524683
n02834778_11131,Images/bicycle_imagenet/n02834778_11131.JPEG,bicycle,73,195,235,499,177.87686139740163,6.90029480071311,-2.364122000838467,0.9978268275041133,-0.01947376099843433,-0.060538418040786725,0.017248040084924605
n02834778_11169,Images/bicycle_imagenet/n02834778_11169.JPEG,bicycle,103,120,365,316,67.50000000232886,22.49999998788249,-9.226997300267918,0.5561769175588671,0.11785813964228833,-0.1736283791420244,0.8041329997278369
n02834778_11174,Images/bicycle_imagenet/n02834778_11174.JPEG,bicycle,28,80,357,273,253.3328646585089,-15.093756921666436,4.739966921753313,0.7912540360048655,0.1112440512534909,0.08077913424845691,-0.5958326468370051
n02834778_11224,Images/bicycle_imagenet/n02834778_11224.JPEG,bicycle,77,22,2204,1626,87.500000035113,28.994028657117184,-10.447419150859629,0.6831787336688718,0.1191240041360325,-0.23606061839125503,0.6806994005770342
n02834778_11229,Images/bicycle_imagenet/n02834778_11229.JPEG,bicycle,7,3,497,372,305.4833811074593,30.871005630934075,1.7523551843897822,0.44504931515539375,-0.22981867204565695,-0.1349879488645476,-0.8549226507235776
n02834778_11290,Images/bicycle_imagenet/n02834778_11290.JPEG,bicycle,12,36,592,443,259.3792311866488,11.81957136561458,-7.942340137714867,0.7590339499448293,-0.1186060203604216,-0.035048093177831634,-0.6391961404217109
n02834778_11345,Images/bicycle_imagenet/n02834778_11345.JPEG,bicycle,152,168,286,307,322.49999996380416,11.881044478719636,-6.694356352167108,0.31344585050801416,-0.11650310339598097,0.021779664370885632,-0.9421806471788223
