image_id,image_path,class_label,xmin,ymin,xmax,ymax,azimuth,elevation,theta,qw,qx,qy,qz
n02834778_10025,Images/bicycle_imagenet/n02834778_10025.JPEG,bicycle,13,12,431,293,252.46998419067685,-0.6796064090427153,2.1466826386517086,0.8063780831580251,0.018614135030662414,-0.0062895850276894205,-0.5910738888663829
n02834778_10314,Images/bicycle_imagenet/n02834778_10314.JPEG,bicycle,230,164,335,368,21.866643663868803,15.579249440033664,-0.4788645591379373,0.18847079412652043,0.13228954834354845,-0.029771600402022598,0.9726725486873169
n02834778_10327,Images/bicycle_imagenet/n02834778_10327.JPEG,bicycle,56,173,277,392,43.62573744315191,6.186476471595618,7.743555516551895,0.366805391965044,0.07503686659736926,0.0425931115291345,0.9262878062065188
n02834778_10363,Images/bicycle_imagenet/n02834778_10363.JPEG,bicycle,862,614,1186,1299,1.088465459530738e-08,7.624868349352557,5.501752483819892,-0.0031911024206636627,0.06641381892777233,0.04788719778614206,0.9966372649108405
n02834778_10391,Images/bicycle_imagenet/n02834778_10391.JPEG,bicycle,18,20,458,374,313.1936892147687,15.693277656957385,3.545672363045376,0.39716724150062416,-0.11305770469464091,-0.0823263345820922,-0.9070272941440306
n02834778_10446,Images/bicycle_imagenet/n02834778_10446.JPEG,bicycle,2,21,395,298,103.04347023437242,13.273623177825389,4.888826056200841,0.7738235298721989,0.10501224712953103,-0.06403535157721145,0.621344547185633
n02834778_10619,Images/bicycle_imagenet/n02834778_10619.JPEG,bicycle,43,26,479,352,247.50000054238853,-19.18317436058277,3.289129497130438,0.8168516766257575,0.11606205613454006,0.12276421327352009,-0.5515540639491703
n02834778_10735,Images/bicycle_imagenet/n02834778_10735.JPEG,bicycle,68,2,372,498,349.0004617943419,-12.400240775601082,3.6727089783942666,0.09178723556234655,0.11050233680729202,-0.021365122016285987,-0.9893977301920495
n02834778_10841,Images/bicycle_imagenet/n02834778_10841.JPEG,bicycle,86,102,423,467,327.4718940389141,10.408909359979736,2.8921237178563546,0.2810185801951454,-0.08001363875463505,-0.04952263753424341,-0.9550779463321302
n02834778_10881,Images/bicycle_imagenet/n02834778_10881.JPEG,bicycle,160,278,478,482,86.95522867058065,18.499042440886463,0.1296664458088195,0.6789922020983846,0.11740416500827314,-0.10978614332995013,0.7163329213857427
n02834778_10945,Images/bicycle_imagenet/n02834778_10945.JPEG,bicycle,154,232,303,349,26.812959596884944,-3.1773405032982995,40.23147561172504,0.22690579462305197,0.054385970530153635,0.340453075899556,0.9108499490511627
n02834778_11169,Images/bicycle_imagenet/n02834778_11169.JPEG,bicycle,103,120,365,316,67.50000000232886,22.49999998788249,-9.226997300267918,0.5561769175588671,0.11785813964228833,-0.1736283791420244,0.8041329997278369
n02834778_11174,Images/bicycle_imagenet/n02834778_11174.JPEG,bicycle,28,80,357,273,253.3328646585089,-15.093756921666436,4.739966921753313,0.7912540360048655,0.1112440512534909,0.08077913424845691,-0.5958326468370051
n02834778_11224,Images/bicycle_imagenet/n02834778_11224.JPEG,bicycle,77,22,2204,1626,87.500000035113,28.994028657117184,-10.447419150859629,0.6831787336688718,0.1191240041360325,-0.23606061839125503,0.6806994005770342
n02834778_11229,Images/bicycle_imagenet/n02834778_11229.JPEG,bicycle,7,3,497,372,305.4833811074593,30.871005630934075,1.7523551843897822,0.44504931515539375,-0.22981867204565695,-0.1349879488645476,-0.8549226507235776
n02834778_11290,Images/bicycle_imagenet/n02834778_11290.JPEG,bicycle,12,36,592,443,259.3792311866488,11.81957136561458,-7.942340137714867,0.7590339499448293,-0.1186060203604216,-0.035048093177831634,-0.6391961404217109
n02834778_11345,Images/bicycle_imagenet/n02834778_11345.JPEG,bicycle,152,168,286,307,322.49999996380416,11.881044478719636,-6.694356352167108,0.31344585050801416,-0.11650310339598097,0.021779664370885632,-0.9421806471788223
n02834778_11400,Images/bicycle_imagenet/n02834778_11400.JPEG,bicycle,41,3,491,337,114.89534793493418,19.004552262786344,3.792991441503511,0.8279399449202259,0.11629177119399726,-0.12151292147028099,0.5350011976377379
n02834778_11533,Images/bicycle_imagenet/n02834778_11533.JPEG,bicycle,7,35,636,476,60.585994551530746,16.312468977005352,-2.5619554783609764,0.5019335872523895,0.1113080172442733,-0.09065360942925677,0.8529097973306111
n02834778_11536,Images/bicycle_imagenet/n02834778_11536.JPEG,bicycle,24,41,490,351,74.59160898631772,14.599137322280718,-10.55293887999601,0.6077676744320256,0.045377189820496815,-0.14922574561592236,0.7786469298757005
n02834778_11561,Images/bicycle_imagenet/n02834778_11561.JPEG,bicycle,239,176,420,291,112.49999759649523,-7.23050125599387,-7.548647997056378,0.8257090955813785,-0.08958016787559864,0.01581696415429181,0.5567133074056189
n02834778_11606,Images/bicycle_imagenet/n02834778_11606.JPEG,bicycle,12,72,583,434,262.6384701987075,-2.2818923502322384,-0.6669308124168403,0.7509574126960832,0.008776491503012645,0.018796408315434974,-0.6600247211643981
n02834778_11633,Images/bicycle_imagenet/n02834778_11633.JPEG,bicycle,41,23,938,617,83.21729857066497,10.797371846421962,-2.94310197297063,0.6626820319354546,0.05334704260613089,-0.08157197660980973,0.7425312318192718
n02834778_11636,Images/bicycle_imagenet/n02834778_11636.JPEG,bicycle,52,11,460,272,69.09062166384145,22.49999988001787,-4.77256107195989,0.5623702756840343,0.1373956708299617,-0.14416758339432015,0.8025445847817365
n02834778_11709,Images/bicycle_imagenet/n02834778_11709.JPEG,bicycle,60,265,219,448,135.7935989027491,6.099550386749803,-12.249306803881955,0.9220503827076821,-0.07880593276921388,-0.08910082288012805,0.3683391916034391
n02834778_11849,Images/bicycle_imagenet/n02834778_11849.JPEG,bicycle,8,35,486,350,252.50000005118395,-7.587907189269647,1.841061531645177,0.8039448090606939,0.052048707401095115,0.04387549940529895,-0.5907949023088936
n02834778_11923,Images/bicycle_imagenet/n02834778_11923.JPEG,bicycle,10,5,445,285,68.99087630038758,-1.7632318918708418,-0.6318343751241431,0.5661950473333853,-0.015803214225235108,0.004170113374423111,0.8241092384810046
n02834778_11924,Images/bicycle_imagenet/n02834778_11924.JPEG,bicycle,14,21,483,344,298.80863716508367,9.206069213934557,2.2048818201425573,0.5085700726666214,-0.05930517595471878,-0.05734670969397721,-0.857059351608815
n02834778_1203,Images/bicycle_imagenet/n02834778_1203.JPEG,bicycle,70,228,160,383,0.1537649754433201,3.8926136052633113,-0.0944619770986098,0.0013690744117652114,0.03396178169047392,-0.0008694330730969064,0.9994218164047627
n02834778_12059,Images/bicycle_imagenet/n02834778_12059.JPEG,bicycle,82,102,415,354,73.77482645377269,22.36739786989254,-1.6085886806586729,0.5909656613683654,0.14684763085386404,-0.1274230358987954,0.7829168093216496
n02834778_1213,Images/bicycle_imagenet/n02834778_1213.JPEG,bicycle,18,34,478,354,282.70955097059993,-10.945663822439847,0.0528583955877647,0.6216150979542879,0.07477629530934736,0.059201918598933756,-0.7774948929023879
n02834778_12147,Images/bicycle_imagenet/n02834778_12147.JPEG,bicycle,208,135,493,326,257.5000001654254,-4.173307166781406,0.2392571435830698,0.7793180594567022,0.024417652720626192,0.027090247801579283,-0.6255663505291057
n02834778_12174,Images/bicycle_imagenet/n02834778_12174.JPEG,bicycle,9,15,482,356,104.2806420625468,1.026077724281837,3.298450004700231,0.7889993346859937,0.02821482531186252,0.010596222252955555,0.6136543763158919
n02834778_12192,Images/bicycle_imagenet/n02834778_12192.JPEG,bicycle,8,172,258,324,84.63724912640285,21.94116112291824,-5.505458738391219,0.6669444356439733,0.10880888381277537,-0.16283735151838913,0.7189087170965703
n02834778_12279,Images/bicycle_imagenet/n02834778_12279.JPEG,bicycle,12,13,489,303,100.57685721792068,5.004402623075328,3.14322032155732,0.7674829380043707,0.04896162245913449,-0.016065391045737266,0.6389949941970564
n02834778_12368,Images/bicycle_imagenet/n02834778_12368.JPEG,bicycle,9,19,497,318,263.88885865849613,16.337107387498953,-4.097360239399095,0.7323815076143312,-0.12123052126434036,-0.08196257608490731,-0.6649831758323376
n02834778_12605,Images/bicycle_imagenet/n02834778_12605.JPEG,bicycle,1,4,499,317,263.473812384599,4.507017013629575,-0.0028116966349633,0.7456317912003118,-0.0261947258597536,-0.02932538578266527,-0.6651970309894991
n02834778_12731,Images/bicycle_imagenet/n02834778_12731.JPEG,bicycle,29,2,520,474,141.31266586030057,8.391117583043284,-0.0634028089864854,0.9410334772474221,0.02371268098135161,-0.06921363769119976,0.33030769869600884
n02834778_130,Images/bicycle_imagenet/n02834778_130.JPEG,bicycle,3,10,493,337,80.33806558203095,22.49999966547148,-2.5152420636376664,0.6357699553860529,0.13515601132095995,-0.14226076804350718,0.7465194507230849
n02834778_1305,Images/bicycle_imagenet/n02834778_1305.JPEG,bicycle,11,16,466,340,231.1972593444785,-4.457087279327495,-3.07617062928795,0.9012870483180289,-0.007393413510465463,0.04664453006180597,-0.43064054823733416
n02834778_1565,Images/bicycle_imagenet/n02834778_1565.JPEG,bicycle,80,3,341,179,59.58258296467411,23.71419801551176,-12.051564744144445,0.5022733512236185,0.12628768475586827,-0.19068141685483808,0.8339145631273205
n02834778_1604,Images/bicycle_imagenet/n02834778_1604.JPEG,bicycle,74,166,445,437,288.8320412012211,11.394109228254392,1.3571616177524293,0.5799369331116327,-0.07386840241302914,-0.06734397052174089,-0.8085056600744284
n02834778_1607,Images/bicycle_imagenet/n02834778_1607.JPEG,bicycle,22,17,454,327,297.49999980184856,11.008609132163524,0.0353695250070234,0.5164064798446553,-0.08184421537110467,-0.05002366443868381,-0.8509544670432525
n02834778_1635,Images/bicycle_imagenet/n02834778_1635.JPEG,bicycle,128,134,375,305,254.4612775031642,-15.822467824530486,15.101724383523573,0.770847243834916,0.1861835054178536,0.029891191617474847,-0.6084708256326848
n02834778_1659,Images/bicycle_imagenet/n02834778_1659.JPEG,bicycle,14,23,489,304,266.7081013019253,22.95343508109963,-2.6150837653951045,0.7092845814745546,-0.1528185353500335,-0.12928619466104663,-0.6759045477032999
n02834778_1687,Images/bicycle_imagenet/n02834778_1687.JPEG,bicycle,8,5,636,416,256.37890812175675,-22.49999994733316,12.808902024172705,0.7526033157438113,0.2058519299150432,0.08473856425382213,-0.6197036451481259
n02834778_17729,Images/bicycle_imagenet/n02834778_17729.JPEG,bicycle,65,11,460,281,80.93441184461058,35.93334192345026,-1.3966230843719412,0.6201785527631577,0.22713069222452245,-0.20900186454064537,0.7211854352111793
n02834778_1833,Images/bicycle_imagenet/n02834778_1833.JPEG,bicycle,206,211,398,332,106.49821161003209,-17.20232669262562,-6.572884236876109,0.7858003038817647,-0.1347543656564265,0.08571781407415109,0.5975044767248275
n02834778_1936,Images/bicycle_imagenet/n02834778_1936.JPEG,bicycle,6,281,321,491,108.2332001602296,-20.47785150064814,8.784930601302671,0.8029466402102077,-0.042817684209955964,0.18777096850971328,0.5640792517713801
n02834778_1999,Images/bicycle_imagenet/n02834778_1999.JPEG,bicycle,28,37,493,323,277.3466291862444,7.631645673970283,2.860012904219279,0.6599295572109536,-0.033517168461230165,-0.06263146887594286,-0.7479618158998078
n02834778_2075,Images/bicycle_imagenet/n02834778_2075.JPEG,bicycle,68,183,420,437,271.7627702523669,0.4649207775929926,1.5347421003626704,0.6961169167377406,0.006410839552989746,-0.012438721220945132,-0.7177920434096181
